Column1,old_labls,labels,start,end,db_uuid,session,bundle,start_item_id,end_item_id,level,attribute,start_item_seq_idx,end_item_seq_idx,type,sample_start,sample_end,sample_rate
18,-0.59,0.205,1400.861678,1600.861678,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3472,3472,VALENCE,VALENCE,7,7,EVENT,61778,61778,44100
19,-0.59,0.205,1601.723356,1801.723356,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3473,3473,VALENCE,VALENCE,8,8,EVENT,70636,70636,44100
20,-0.57,0.215,200.9070295,400.9070295,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3475,3475,VALENCE,VALENCE,1,1,EVENT,8860,8860,44100
21,-0.58,0.21,400.9750567,600.9750567,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3484,3484,VALENCE,VALENCE,2,2,EVENT,17683,17683,44100
22,-0.58,0.21,600.2040816,800.2040816,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3485,3485,VALENCE,VALENCE,3,3,EVENT,26469,26469,44100
23,-0.59,0.205,801.1111111,1001.111111,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3486,3486,VALENCE,VALENCE,4,4,EVENT,35329,35329,44100
24,-0.55,0.225,1002.018141,1202.018141,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3487,3487,VALENCE,VALENCE,5,5,EVENT,44189,44189,44100
25,-0.56,0.22,1202.92517,1402.92517,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3488,3488,VALENCE,VALENCE,6,6,EVENT,53049,53049,44100
26,-0.59,0.205,1400.453515,1600.453515,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3489,3489,VALENCE,VALENCE,7,7,EVENT,61760,61760,44100
27,-0.58,0.21,1601.360544,1801.360544,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3490,3490,VALENCE,VALENCE,8,8,EVENT,70620,70620,44100
28,-0.57,0.215,1801.428571,2001.428571,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3491,3491,VALENCE,VALENCE,9,9,EVENT,79443,79443,44100
29,-0.56,0.22,200.2494331,400.2494331,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3493,3493,VALENCE,VALENCE,1,1,EVENT,8831,8831,44100
30,-0.55,0.225,400.521542,600.521542,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3501,3501,VALENCE,VALENCE,2,2,EVENT,17663,17663,44100
31,-0.6,0.2,601.5646259,801.5646259,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3502,3502,VALENCE,VALENCE,3,3,EVENT,26529,26529,44100
32,-0.61,0.195,801.0430839,1001.043084,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3503,3503,VALENCE,VALENCE,4,4,EVENT,35326,35326,44100
33,-0.6,0.2,1001.292517,1201.292517,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3504,3504,VALENCE,VALENCE,5,5,EVENT,44157,44157,44100
34,-0.64,0.18,1200.770975,1400.770975,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3505,3505,VALENCE,VALENCE,6,6,EVENT,52954,52954,44100
35,-0.65,0.175,1400.249433,1600.249433,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3506,3506,VALENCE,VALENCE,7,7,EVENT,61751,61751,44100
36,-0.64,0.18,1600.521542,1800.521542,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3507,3507,VALENCE,VALENCE,8,8,EVENT,70583,70583,44100
37,-0.58,0.21,207.2789116,407.2789116,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3509,3509,VALENCE,VALENCE,1,1,EVENT,9141,9141,44100
38,-0.57,0.215,407.1428571,607.1428571,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3517,3517,VALENCE,VALENCE,2,2,EVENT,17955,17955,44100
39,-0.57,0.215,600.430839,800.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3518,3518,VALENCE,VALENCE,3,3,EVENT,26479,26479,44100
40,-0.59,0.205,800.2947846,1000.294785,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3519,3519,VALENCE,VALENCE,4,4,EVENT,35293,35293,44100
41,-0.6,0.2,1000.181406,1200.181406,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3520,3520,VALENCE,VALENCE,5,5,EVENT,44108,44108,44100
42,-0.64,0.18,1206.621315,1406.621315,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3521,3521,VALENCE,VALENCE,6,6,EVENT,53212,53212,44100
43,-0.65,0.175,1400.725624,1600.725624,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3522,3522,VALENCE,VALENCE,7,7,EVENT,61772,61772,44100
44,-0.64,0.18,1600.612245,1800.612245,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3523,3523,VALENCE,VALENCE,8,8,EVENT,70587,70587,44100
45,-0.58,0.21,203.6281179,403.6281179,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3525,3525,VALENCE,VALENCE,1,1,EVENT,8980,8980,44100
46,-0.57,0.215,400.9070295,600.9070295,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3530,3530,VALENCE,VALENCE,2,2,EVENT,17680,17680,44100
47,-0.56,0.22,603.4920635,803.4920635,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3531,3531,VALENCE,VALENCE,3,3,EVENT,26614,26614,44100
48,-0.58,0.21,811.3605442,1011.360544,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3532,3532,VALENCE,VALENCE,4,4,EVENT,35781,35781,44100
49,-0.59,0.205,1001.201814,1201.201814,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3533,3533,VALENCE,VALENCE,5,5,EVENT,44153,44153,44100
50,-0.55,0.225,1202.721088,1402.721088,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3534,3534,VALENCE,VALENCE,6,6,EVENT,53040,53040,44100
51,-0.57,0.215,1401.06576,1601.06576,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3535,3535,VALENCE,VALENCE,7,7,EVENT,61787,61787,44100
52,-0.59,0.205,1600.453515,1800.453515,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3536,3536,VALENCE,VALENCE,8,8,EVENT,70580,70580,44100
53,-0.62,0.19,1800.907029,2000.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3537,3537,VALENCE,VALENCE,9,9,EVENT,79420,79420,44100
54,-0.63,0.185,2000.294785,2200.294785,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3538,3538,VALENCE,VALENCE,10,10,EVENT,88213,88213,44100
55,-0.57,0.215,205.6235828,405.6235828,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3545,3545,VALENCE,VALENCE,1,1,EVENT,9068,9068,44100
56,-0.55,0.225,400.5668934,600.5668934,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3553,3553,VALENCE,VALENCE,2,2,EVENT,17665,17665,44100
57,-0.55,0.225,600.430839,800.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3554,3554,VALENCE,VALENCE,3,3,EVENT,26479,26479,44100
58,-0.58,0.21,800.2947846,1000.294785,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3555,3555,VALENCE,VALENCE,4,4,EVENT,35293,35293,44100
59,-0.55,0.225,1000.181406,1200.181406,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3556,3556,VALENCE,VALENCE,5,5,EVENT,44108,44108,44100
60,-0.57,0.215,1204.988662,1404.988662,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3557,3557,VALENCE,VALENCE,6,6,EVENT,53140,53140,44100
61,-0.56,0.22,1400.725624,1600.725624,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3558,3558,VALENCE,VALENCE,7,7,EVENT,61772,61772,44100
62,-0.56,0.22,1601.428571,1801.428571,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3559,3559,VALENCE,VALENCE,8,8,EVENT,70623,70623,44100
63,-0.57,0.215,200.1133787,400.1133787,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3561,3561,VALENCE,VALENCE,1,1,EVENT,8825,8825,44100
64,-0.56,0.22,401.1564626,601.1564626,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3570,3570,VALENCE,VALENCE,2,2,EVENT,17691,17691,44100
65,-0.58,0.21,600.3174603,800.3174603,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3571,3571,VALENCE,VALENCE,3,3,EVENT,26474,26474,44100
66,-0.57,0.215,800.430839,1000.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3572,3572,VALENCE,VALENCE,4,4,EVENT,35299,35299,44100
67,-0.55,0.225,1004.263039,1204.263039,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3573,3573,VALENCE,VALENCE,5,5,EVENT,44288,44288,44100
68,-0.55,0.225,1200.657596,1400.657596,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3574,3574,VALENCE,VALENCE,6,6,EVENT,52949,52949,44100
69,-0.59,0.205,1400.748299,1600.748299,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3575,3575,VALENCE,VALENCE,7,7,EVENT,61773,61773,44100
70,-0.6,0.2,1601.791383,1801.791383,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3576,3576,VALENCE,VALENCE,8,8,EVENT,70639,70639,44100
71,-0.59,0.205,1814.943311,2014.943311,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3577,3577,VALENCE,VALENCE,9,9,EVENT,80039,80039,44100
72,-0.56,0.22,206.6666667,406.6666667,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3579,3579,VALENCE,VALENCE,1,1,EVENT,9114,9114,44100
73,-0.58,0.21,400.952381,600.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3589,3589,VALENCE,VALENCE,2,2,EVENT,17682,17682,44100
74,-0.61,0.195,600.952381,800.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3590,3590,VALENCE,VALENCE,3,3,EVENT,26502,26502,44100
75,0.56,0.78,800.952381,1000.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3591,3591,VALENCE,VALENCE,4,4,EVENT,35322,35322,44100
76,-0.59,0.205,1002.857143,1202.857143,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3592,3592,VALENCE,VALENCE,5,5,EVENT,44226,44226,44100
77,-0.6,0.2,1200.952381,1400.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3593,3593,VALENCE,VALENCE,6,6,EVENT,52962,52962,44100
78,-0.6,0.2,1401.904762,1601.904762,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3594,3594,VALENCE,VALENCE,7,7,EVENT,61824,61824,44100
79,-0.57,0.215,1600.952381,1800.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3595,3595,VALENCE,VALENCE,8,8,EVENT,70602,70602,44100
80,-0.59,0.205,1801.904762,2001.904762,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3596,3596,VALENCE,VALENCE,9,9,EVENT,79464,79464,44100
81,-0.59,0.205,2008.571429,2208.571429,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3597,3597,VALENCE,VALENCE,10,10,EVENT,88578,88578,44100
82,-0.59,0.205,208.8662132,408.8662132,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3599,3599,VALENCE,VALENCE,1,1,EVENT,9211,9211,44100
83,-0.57,0.215,400.430839,600.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3610,3610,VALENCE,VALENCE,2,2,EVENT,17659,17659,44100
84,-0.57,0.215,600.6575964,800.6575964,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3611,3611,VALENCE,VALENCE,3,3,EVENT,26489,26489,44100
85,-0.56,0.22,801.9501134,1001.950113,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3612,3612,VALENCE,VALENCE,4,4,EVENT,35366,35366,44100
86,-0.58,0.21,1009.750567,1209.750567,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3613,3613,VALENCE,VALENCE,5,5,EVENT,44530,44530,44100
87,-0.58,0.21,1200.226757,1400.226757,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3614,3614,VALENCE,VALENCE,6,6,EVENT,52930,52930,44100
88,-0.57,0.215,1401.519274,1601.519274,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3615,3615,VALENCE,VALENCE,7,7,EVENT,61807,61807,44100
89,-0.59,0.205,1601.723356,1801.723356,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3616,3616,VALENCE,VALENCE,8,8,EVENT,70636,70636,44100
90,-0.57,0.215,1804.104308,2004.104308,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3617,3617,VALENCE,VALENCE,9,9,EVENT,79561,79561,44100
91,-0.56,0.22,2001.088435,2201.088435,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3618,3618,VALENCE,VALENCE,10,10,EVENT,88248,88248,44100
92,-0.56,0.22,2200.226757,2400.226757,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3619,3619,VALENCE,VALENCE,11,11,EVENT,97030,97030,44100
93,-0.57,0.215,200.1133787,400.1133787,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3621,3621,VALENCE,VALENCE,1,1,EVENT,8825,8825,44100
94,-0.58,0.21,400.2267574,600.2267574,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3631,3631,VALENCE,VALENCE,2,2,EVENT,17650,17650,44100
95,-0.6,0.2,600.3174603,800.3174603,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3632,3632,VALENCE,VALENCE,3,3,EVENT,26474,26474,44100
96,-0.61,0.195,800.430839,1000.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3633,3633,VALENCE,VALENCE,4,4,EVENT,35299,35299,44100
97,-0.62,0.19,1007.981859,1207.981859,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3634,3634,VALENCE,VALENCE,5,5,EVENT,44452,44452,44100
98,-0.6,0.2,1200.657596,1400.657596,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3635,3635,VALENCE,VALENCE,6,6,EVENT,52949,52949,44100
99,-0.58,0.21,1400.748299,1600.748299,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3636,3636,VALENCE,VALENCE,7,7,EVENT,61773,61773,44100
100,-0.62,0.19,1600.861678,1800.861678,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3637,3637,VALENCE,VALENCE,8,8,EVENT,70598,70598,44100
101,-0.6,0.2,1800.975057,2000.975057,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3638,3638,VALENCE,VALENCE,9,9,EVENT,79423,79423,44100
102,-0.6,0.2,2000.15873,2200.15873,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3639,3639,VALENCE,VALENCE,10,10,EVENT,88207,88207,44100
103,-0.59,0.205,206.3718821,406.3718821,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3641,3641,VALENCE,VALENCE,1,1,EVENT,9101,9101,44100
104,-0.6,0.2,400.9070295,600.9070295,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3650,3650,VALENCE,VALENCE,2,2,EVENT,17680,17680,44100
105,-0.58,0.21,600.9070295,800.9070295,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3651,3651,VALENCE,VALENCE,3,3,EVENT,26500,26500,44100
106,-0.58,0.21,800.9070295,1000.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3652,3652,VALENCE,VALENCE,4,4,EVENT,35320,35320,44100
107,-0.56,0.22,1008.185941,1208.185941,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3653,3653,VALENCE,VALENCE,5,5,EVENT,44461,44461,44100
108,-0.6,0.2,1200.907029,1400.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3654,3654,VALENCE,VALENCE,6,6,EVENT,52960,52960,44100
109,-0.62,0.19,1400.907029,1600.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3655,3655,VALENCE,VALENCE,7,7,EVENT,61780,61780,44100
110,-0.62,0.19,1606.371882,1806.371882,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3656,3656,VALENCE,VALENCE,8,8,EVENT,70841,70841,44100
111,-0.6,0.2,1800.907029,2000.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3657,3657,VALENCE,VALENCE,9,9,EVENT,79420,79420,44100
112,-0.6,0.2,204.2857143,404.2857143,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3659,3659,VALENCE,VALENCE,1,1,EVENT,9009,9009,44100
113,-0.59,0.205,400.9750567,600.9750567,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3667,3667,VALENCE,VALENCE,2,2,EVENT,17683,17683,44100
114,-0.58,0.21,606.0997732,806.0997732,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3668,3668,VALENCE,VALENCE,3,3,EVENT,26729,26729,44100
115,-0.58,0.21,801.9501134,1001.950113,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3669,3669,VALENCE,VALENCE,4,4,EVENT,35366,35366,44100
116,-0.57,0.215,1002.857143,1202.857143,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3670,3670,VALENCE,VALENCE,5,5,EVENT,44226,44226,44100
117,-0.59,0.205,1202.92517,1402.92517,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3671,3671,VALENCE,VALENCE,6,6,EVENT,53049,53049,44100
118,-0.59,0.205,1403.8322,1603.8322,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3672,3672,VALENCE,VALENCE,7,7,EVENT,61909,61909,44100
119,-0.59,0.205,1603.900227,1803.900227,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3673,3673,VALENCE,VALENCE,8,8,EVENT,70732,70732,44100
120,-0.58,0.21,201.1337868,401.1337868,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3675,3675,VALENCE,VALENCE,1,1,EVENT,8870,8870,44100
121,-0.59,0.205,400.2494331,600.2494331,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3686,3686,VALENCE,VALENCE,2,2,EVENT,17651,17651,44100
122,-0.58,0.21,600.3854875,800.3854875,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3687,3687,VALENCE,VALENCE,3,3,EVENT,26477,26477,44100
123,-0.58,0.21,800.521542,1000.521542,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3688,3688,VALENCE,VALENCE,4,4,EVENT,35303,35303,44100
124,-0.59,0.205,1003.628118,1203.628118,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3689,3689,VALENCE,VALENCE,5,5,EVENT,44260,44260,44100
125,-0.6,0.2,1200.770975,1400.770975,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3690,3690,VALENCE,VALENCE,6,6,EVENT,52954,52954,44100
126,-0.62,0.19,1401.904762,1601.904762,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3691,3691,VALENCE,VALENCE,7,7,EVENT,61824,61824,44100
127,-0.64,0.18,1603.038549,1803.038549,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3692,3692,VALENCE,VALENCE,8,8,EVENT,70694,70694,44100
128,-0.64,0.18,1801.179138,2001.179138,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3693,3693,VALENCE,VALENCE,9,9,EVENT,79432,79432,44100
129,-0.63,0.185,2005.283447,2205.283447,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3694,3694,VALENCE,VALENCE,10,10,EVENT,88433,88433,44100
130,-0.62,0.19,2200.430839,2400.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3695,3695,VALENCE,VALENCE,11,11,EVENT,97039,97039,44100
131,-0.58,0.21,200.1133787,400.1133787,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_9a_1,3697,3697,VALENCE,VALENCE,1,1,EVENT,8825,8825,44100
132,-0.57,0.215,400.2267574,600.2267574,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_9a_1,3707,3707,VALENCE,VALENCE,2,2,EVENT,17650,17650,44100
133,-0.57,0.215,600.3174603,800.3174603,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_9a_1,3708,3708,VALENCE,VALENCE,3,3,EVENT,26474,26474,44100
