Column1,old_labls,labels,start,end,db_uuid,session,bundle,start_item_id,end_item_id,level,attribute,start_item_seq_idx,end_item_seq_idx,type,sample_start,sample_end,sample_rate
12,-0.63,0.185,2400.907029,2600.907029,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_10a_1,781,781,VALENCE,VALENCE,12,12,EVENT,105880,105880,44100
13,-0.53,0.235,219.1609977,419.1609977,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,742,742,VALENCE,VALENCE,1,1,EVENT,9665,9665,44100
14,-0.53,0.235,401.2018141,601.2018141,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,743,743,VALENCE,VALENCE,2,2,EVENT,17693,17693,44100
15,-0.6,0.2,601.2018141,801.2018141,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,745,745,VALENCE,VALENCE,3,3,EVENT,26513,26513,44100
16,-0.6,0.2,801.2018141,1001.201814,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,747,747,VALENCE,VALENCE,4,4,EVENT,35333,35333,44100
17,-0.58,0.21,1000,1200,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,749,749,VALENCE,VALENCE,5,5,EVENT,44100,44100,44100
18,-0.53,0.235,1200,1400,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,751,751,VALENCE,VALENCE,6,6,EVENT,52920,52920,44100
19,-0.53,0.235,1400,1600,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,753,753,VALENCE,VALENCE,7,7,EVENT,61740,61740,44100
20,-0.54,0.23,1600,1800,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,755,755,VALENCE,VALENCE,8,8,EVENT,70560,70560,44100
21,-0.54,0.23,1802.403628,2002.403628,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_11a_1,757,757,VALENCE,VALENCE,9,9,EVENT,79486,79486,44100
22,-0.5,0.25,209.4557823,409.4557823,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,722,722,VALENCE,VALENCE,1,1,EVENT,9237,9237,44100
23,-0.5,0.25,400.4761905,600.4761905,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,723,723,VALENCE,VALENCE,2,2,EVENT,17661,17661,44100
24,-0.52,0.24,600.7256236,800.7256236,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,725,725,VALENCE,VALENCE,3,3,EVENT,26492,26492,44100
25,-0.52,0.24,800.952381,1000.952381,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,727,727,VALENCE,VALENCE,4,4,EVENT,35322,35322,44100
26,-0.5,0.25,1002.517007,1202.517007,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,729,729,VALENCE,VALENCE,5,5,EVENT,44211,44211,44100
27,-0.55,0.225,1200.113379,1400.113379,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,731,731,VALENCE,VALENCE,6,6,EVENT,52925,52925,44100
28,-0.55,0.225,1400.362812,1600.362812,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,733,733,VALENCE,VALENCE,7,7,EVENT,61756,61756,44100
29,-0.58,0.21,1600.589569,1800.589569,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,735,735,VALENCE,VALENCE,8,8,EVENT,70586,70586,44100
30,-0.6,0.2,1800.839002,2000.839002,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,737,737,VALENCE,VALENCE,9,9,EVENT,79417,79417,44100
31,-0.58,0.21,2001.088435,2201.088435,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,739,739,VALENCE,VALENCE,10,10,EVENT,88248,88248,44100
32,-0.51,0.245,201.6099773,401.6099773,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,706,706,VALENCE,VALENCE,1,1,EVENT,8891,8891,44100
33,-0.51,0.245,401.0204082,601.0204082,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,707,707,VALENCE,VALENCE,2,2,EVENT,17685,17685,44100
34,-0.52,0.24,601.5192744,801.5192744,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,709,709,VALENCE,VALENCE,3,3,EVENT,26527,26527,44100
35,-0.52,0.24,800.9297052,1000.929705,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,711,711,VALENCE,VALENCE,4,4,EVENT,35321,35321,44100
36,-0.5,0.25,1000.340136,1200.340136,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,713,713,VALENCE,VALENCE,5,5,EVENT,44115,44115,44100
37,-0.54,0.23,1200.839002,1400.839002,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,715,715,VALENCE,VALENCE,6,6,EVENT,52957,52957,44100
38,-0.54,0.23,1400.249433,1600.249433,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,717,717,VALENCE,VALENCE,7,7,EVENT,61751,61751,44100
39,-0.54,0.23,1600.748299,1800.748299,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,719,719,VALENCE,VALENCE,8,8,EVENT,70593,70593,44100
40,-0.52,0.24,201.9954649,401.9954649,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,688,688,VALENCE,VALENCE,1,1,EVENT,8908,8908,44100
41,-0.57,0.215,400.4988662,600.4988662,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,689,689,VALENCE,VALENCE,2,2,EVENT,17662,17662,44100
42,-0.6,0.2,600.1814059,800.1814059,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,691,691,VALENCE,VALENCE,3,3,EVENT,26468,26468,44100
43,-0.58,0.21,801.0204082,1001.020408,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,693,693,VALENCE,VALENCE,4,4,EVENT,35325,35325,44100
44,-0.58,0.21,1001.85941,1201.85941,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,695,695,VALENCE,VALENCE,5,5,EVENT,44182,44182,44100
45,-0.57,0.215,1201.519274,1401.519274,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,697,697,VALENCE,VALENCE,6,6,EVENT,52987,52987,44100
46,-0.57,0.215,1400.022676,1600.022676,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,699,699,VALENCE,VALENCE,7,7,EVENT,61741,61741,44100
47,-0.57,0.215,1600.861678,1800.861678,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,701,701,VALENCE,VALENCE,8,8,EVENT,70598,70598,44100
48,-0.56,0.22,1800.544218,2000.544218,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,703,703,VALENCE,VALENCE,9,9,EVENT,79404,79404,44100
49,-0.57,0.215,200.9977324,400.9977324,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,667,667,VALENCE,VALENCE,1,1,EVENT,8864,8864,44100
50,-0.56,0.22,400.4988662,600.4988662,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,668,668,VALENCE,VALENCE,2,2,EVENT,17662,17662,44100
51,-0.58,0.21,600.0226757,800.0226757,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,670,670,VALENCE,VALENCE,3,3,EVENT,26461,26461,44100
52,-0.6,0.2,801.0204082,1001.020408,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,672,672,VALENCE,VALENCE,4,4,EVENT,35325,35325,44100
53,-0.6,0.2,1000.544218,1200.544218,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,674,674,VALENCE,VALENCE,5,5,EVENT,44124,44124,44100
54,-0.61,0.195,1200.068027,1400.068027,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,677,677,VALENCE,VALENCE,6,6,EVENT,52923,52923,44100
55,-0.61,0.195,1401.043084,1601.043084,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,679,679,VALENCE,VALENCE,7,7,EVENT,61786,61786,44100
56,-0.59,0.205,1600.566893,1800.566893,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,681,681,VALENCE,VALENCE,8,8,EVENT,70585,70585,44100
57,-0.6,0.2,1800.090703,2000.090703,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,683,683,VALENCE,VALENCE,9,9,EVENT,79384,79384,44100
58,-0.58,0.21,2005.487528,2205.487528,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,685,685,VALENCE,VALENCE,10,10,EVENT,88442,88442,44100
59,-0.6,0.2,200.8390023,400.8390023,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,651,651,VALENCE,VALENCE,1,1,EVENT,8857,8857,44100
60,-0.6,0.2,400.4988662,600.4988662,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,652,652,VALENCE,VALENCE,2,2,EVENT,17662,17662,44100
61,-0.62,0.19,606.0090703,806.0090703,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,654,654,VALENCE,VALENCE,3,3,EVENT,26725,26725,44100
62,-0.62,0.19,801.0204082,1001.020408,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,656,656,VALENCE,VALENCE,4,4,EVENT,35325,35325,44100
63,-0.58,0.21,1000.680272,1200.680272,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,658,658,VALENCE,VALENCE,5,5,EVENT,44130,44130,44100
64,-0.58,0.21,1200.362812,1400.362812,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,660,660,VALENCE,VALENCE,6,6,EVENT,52936,52936,44100
65,-0.6,0.2,1400.022676,1600.022676,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,662,662,VALENCE,VALENCE,7,7,EVENT,61741,61741,44100
66,-0.6,0.2,1600.861678,1800.861678,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,664,664,VALENCE,VALENCE,8,8,EVENT,70598,70598,44100
67,-0.59,0.205,202.1315193,402.1315193,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,633,633,VALENCE,VALENCE,1,1,EVENT,8914,8914,44100
68,-0.59,0.205,400.3854875,600.3854875,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,634,634,VALENCE,VALENCE,2,2,EVENT,17657,17657,44100
69,-0.6,0.2,601.2244898,801.2244898,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,636,636,VALENCE,VALENCE,3,3,EVENT,26514,26514,44100
70,-0.6,0.2,808.5034014,1008.503401,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,638,638,VALENCE,VALENCE,4,4,EVENT,35655,35655,44100
71,-0.56,0.22,1000.340136,1200.340136,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,640,640,VALENCE,VALENCE,5,5,EVENT,44115,44115,44100
72,-0.55,0.225,1201.156463,1401.156463,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,642,642,VALENCE,VALENCE,6,6,EVENT,52971,52971,44100
73,-0.62,0.19,1400.725624,1600.725624,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,644,644,VALENCE,VALENCE,7,7,EVENT,61772,61772,44100
74,-0.62,0.19,1600.272109,1800.272109,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,646,646,VALENCE,VALENCE,8,8,EVENT,70572,70572,44100
75,-0.62,0.19,1801.111111,2001.111111,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,648,648,VALENCE,VALENCE,9,9,EVENT,79429,79429,44100
76,-0.5,0.25,221.3151927,421.3151927,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,609,609,VALENCE,VALENCE,1,1,EVENT,9760,9760,44100
77,-0.55,0.225,400.7256236,600.7256236,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,610,610,VALENCE,VALENCE,2,2,EVENT,17672,17672,44100
78,-0.55,0.225,606.9387755,806.9387755,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,612,612,VALENCE,VALENCE,3,3,EVENT,26766,26766,44100
79,-0.55,0.225,801.4285714,1001.428571,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,614,614,VALENCE,VALENCE,4,4,EVENT,35343,35343,44100
80,-0.55,0.225,1000.952381,1200.952381,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,616,616,VALENCE,VALENCE,5,5,EVENT,44142,44142,44100
81,-0.56,0.22,1244.081633,1444.081633,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,618,618,VALENCE,VALENCE,6,6,EVENT,54864,54864,44100
82,-0.55,0.225,1400,1600,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,620,620,VALENCE,VALENCE,7,7,EVENT,61740,61740,44100
83,-0.57,0.215,1601.201814,1801.201814,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,622,622,VALENCE,VALENCE,8,8,EVENT,70613,70613,44100
84,-0.57,0.215,1807.414966,2007.414966,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,624,624,VALENCE,VALENCE,9,9,EVENT,79707,79707,44100
85,-0.57,0.215,2001.927438,2201.927438,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,626,626,VALENCE,VALENCE,10,10,EVENT,88285,88285,44100
86,-0.58,0.21,2209.818594,2409.818594,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,628,628,VALENCE,VALENCE,11,11,EVENT,97453,97453,44100
87,-0.59,0.205,2402.630385,2602.630385,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,630,630,VALENCE,VALENCE,12,12,EVENT,105956,105956,44100
88,-0.5,0.25,218.2539683,418.2539683,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,583,583,VALENCE,VALENCE,1,1,EVENT,9625,9625,44100
89,-0.5,0.25,402.585034,602.585034,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,584,584,VALENCE,VALENCE,2,2,EVENT,17754,17754,44100
90,-0.5,0.25,603.0612245,803.0612245,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,586,586,VALENCE,VALENCE,3,3,EVENT,26595,26595,44100
91,-0.5,0.25,801.9274376,1001.927438,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,588,588,VALENCE,VALENCE,4,4,EVENT,35365,35365,44100
92,-0.52,0.24,1005.623583,1205.623583,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,590,590,VALENCE,VALENCE,5,5,EVENT,44348,44348,44100
93,-0.52,0.24,1206.099773,1406.099773,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,592,592,VALENCE,VALENCE,6,6,EVENT,53189,53189,44100
94,-0.52,0.24,1404.965986,1604.965986,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,594,594,VALENCE,VALENCE,7,7,EVENT,61959,61959,44100
95,-0.54,0.23,1629.705215,1829.705215,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,599,599,VALENCE,VALENCE,8,8,EVENT,71870,71870,44100
96,-0.54,0.23,1805.918367,2005.918367,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,600,600,VALENCE,VALENCE,9,9,EVENT,79641,79641,44100
97,-0.53,0.235,2003.174603,2203.174603,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,602,602,VALENCE,VALENCE,10,10,EVENT,88340,88340,44100
98,-0.52,0.24,2202.040816,2402.040816,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,604,604,VALENCE,VALENCE,11,11,EVENT,97110,97110,44100
99,-0.52,0.24,2405.759637,2605.759637,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,606,606,VALENCE,VALENCE,12,12,EVENT,106094,106094,44100
100,-0.52,0.24,200.7482993,400.7482993,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,563,563,VALENCE,VALENCE,1,1,EVENT,8853,8853,44100
101,-0.54,0.23,401.4965986,601.4965986,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,564,564,VALENCE,VALENCE,2,2,EVENT,17706,17706,44100
102,-0.55,0.225,600.9070295,800.9070295,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,566,566,VALENCE,VALENCE,3,3,EVENT,26500,26500,44100
103,-0.54,0.23,802.9931973,1002.993197,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,568,568,VALENCE,VALENCE,4,4,EVENT,35412,35412,44100
104,-0.55,0.225,1003.741497,1203.741497,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,570,570,VALENCE,VALENCE,5,5,EVENT,44265,44265,44100
105,-0.55,0.225,1200.453515,1400.453515,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,572,572,VALENCE,VALENCE,6,6,EVENT,52940,52940,44100
106,-0.52,0.24,1406.575964,1606.575964,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,574,574,VALENCE,VALENCE,7,7,EVENT,62030,62030,44100
107,-0.57,0.215,1600.589569,1800.589569,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,576,576,VALENCE,VALENCE,8,8,EVENT,70586,70586,44100
108,-0.57,0.215,1806.734694,2006.734694,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,578,578,VALENCE,VALENCE,9,9,EVENT,79677,79677,44100
109,-0.57,0.215,2003.446712,2203.446712,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,580,580,VALENCE,VALENCE,10,10,EVENT,88352,88352,44100
110,-0.56,0.22,212.0861678,412.0861678,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,545,545,VALENCE,VALENCE,1,1,EVENT,9353,9353,44100
111,-0.56,0.22,400.4761905,600.4761905,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,546,546,VALENCE,VALENCE,2,2,EVENT,17661,17661,44100
112,-0.57,0.215,607.3015873,807.3015873,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,548,548,VALENCE,VALENCE,3,3,EVENT,26782,26782,44100
113,-0.56,0.22,802.2675737,1002.267574,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,550,550,VALENCE,VALENCE,4,4,EVENT,35380,35380,44100
114,-0.53,0.235,1001.201814,1201.201814,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,552,552,VALENCE,VALENCE,5,5,EVENT,44153,44153,44100
115,-0.57,0.215,1200.113379,1400.113379,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,554,554,VALENCE,VALENCE,6,6,EVENT,52925,52925,44100
116,-0.56,0.22,1400.362812,1600.362812,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,556,556,VALENCE,VALENCE,7,7,EVENT,61756,61756,44100
117,-0.56,0.22,1603.24263,1803.24263,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,558,558,VALENCE,VALENCE,8,8,EVENT,70703,70703,44100
118,-0.56,0.22,1800.839002,2000.839002,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,560,560,VALENCE,VALENCE,9,9,EVENT,79417,79417,44100
119,-0.56,0.22,219.1609977,419.1609977,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,529,529,VALENCE,VALENCE,1,1,EVENT,9665,9665,44100
120,-0.55,0.225,402.4036281,602.4036281,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,530,530,VALENCE,VALENCE,2,2,EVENT,17746,17746,44100
121,-0.55,0.225,602.4036281,802.4036281,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,532,532,VALENCE,VALENCE,3,3,EVENT,26566,26566,44100
122,-0.57,0.215,803.5827664,1003.582766,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,534,534,VALENCE,VALENCE,4,4,EVENT,35438,35438,44100
123,-0.56,0.22,1003.582766,1203.582766,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,536,536,VALENCE,VALENCE,5,5,EVENT,44258,44258,44100
124,-0.56,0.22,1200,1400,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,538,538,VALENCE,VALENCE,6,6,EVENT,52920,52920,44100
125,-0.58,0.21,1408.390023,1608.390023,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,540,540,VALENCE,VALENCE,7,7,EVENT,62110,62110,44100
126,-0.58,0.21,1600,1800,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,542,542,VALENCE,VALENCE,8,8,EVENT,70560,70560,44100
127,-0.5,0.25,207.0748299,407.0748299,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,498,498,VALENCE,VALENCE,1,1,EVENT,9132,9132,44100
128,-0.5,0.25,406.3492063,606.3492063,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,499,499,VALENCE,VALENCE,2,2,EVENT,17920,17920,44100
129,-0.49,0.255,600.952381,800.952381,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,501,501,VALENCE,VALENCE,3,3,EVENT,26502,26502,44100
130,-0.49,0.255,808.0272109,1008.027211,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,503,503,VALENCE,VALENCE,4,4,EVENT,35634,35634,44100
131,-0.5,0.25,1005.759637,1205.759637,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,506,506,VALENCE,VALENCE,5,5,EVENT,44354,44354,44100
132,-0.5,0.25,1200.362812,1400.362812,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,507,507,VALENCE,VALENCE,6,6,EVENT,52936,52936,44100
133,-0.55,0.225,1401.201814,1601.201814,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,511,511,VALENCE,VALENCE,7,7,EVENT,61793,61793,44100
134,-0.56,0.22,1602.040816,1802.040816,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,512,512,VALENCE,VALENCE,8,8,EVENT,70650,70650,44100
135,-0.58,0.21,1807.55102,2007.55102,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,514,514,VALENCE,VALENCE,9,9,EVENT,79713,79713,44100
136,-0.59,0.205,2003.718821,2203.718821,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,516,516,VALENCE,VALENCE,10,10,EVENT,88364,88364,44100
137,-0.58,0.21,2201.428571,2401.428571,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,518,518,VALENCE,VALENCE,11,11,EVENT,97083,97083,44100
138,-0.53,0.235,200.4988662,400.4988662,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_9a_1,482,482,VALENCE,VALENCE,1,1,EVENT,8842,8842,44100
139,-0.5,0.25,401.0204082,601.0204082,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_9a_1,483,483,VALENCE,VALENCE,2,2,EVENT,17685,17685,44100
140,-0.56,0.22,600.4081633,800.4081633,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_9a_1,485,485,VALENCE,VALENCE,3,3,EVENT,26478,26478,44100
