Column1,old_labls,labels,start,end,db_uuid,session,bundle,start_item_id,end_item_id,level,attribute,start_item_seq_idx,end_item_seq_idx,type,sample_start,sample_end,sample_rate
11,0.78,0.89,2203.378685,2403.378685,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_10a_1,3447,3447,AROUSAL,AROUSAL,11,11,EVENT,97169,97169,44100
12,0.78,0.89,201.723356,401.723356,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3458,3458,AROUSAL,AROUSAL,1,1,EVENT,8896,8896,44100
13,0.8,0.9,401.723356,601.723356,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3460,3460,AROUSAL,AROUSAL,2,2,EVENT,17716,17716,44100
14,0.84,0.92,601.723356,801.723356,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3461,3461,AROUSAL,AROUSAL,3,3,EVENT,26536,26536,44100
15,0.83,0.915,802.6077098,1002.60771,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3462,3462,AROUSAL,AROUSAL,4,4,EVENT,35395,35395,44100
16,0.82,0.91,1003.469388,1203.469388,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3463,3463,AROUSAL,AROUSAL,5,5,EVENT,44253,44253,44100
17,0.83,0.915,1200,1400,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3464,3464,AROUSAL,AROUSAL,6,6,EVENT,52920,52920,44100
18,0.81,0.905,1400.861678,1600.861678,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3465,3465,AROUSAL,AROUSAL,7,7,EVENT,61778,61778,44100
19,0.8,0.9,1601.723356,1801.723356,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_11a_1,3466,3466,AROUSAL,AROUSAL,8,8,EVENT,70636,70636,44100
20,0.8,0.9,200.9070295,400.9070295,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3474,3474,AROUSAL,AROUSAL,1,1,EVENT,8860,8860,44100
21,0.79,0.895,400.9750567,600.9750567,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3476,3476,AROUSAL,AROUSAL,2,2,EVENT,17683,17683,44100
22,0.81,0.905,600.2040816,800.2040816,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3477,3477,AROUSAL,AROUSAL,3,3,EVENT,26469,26469,44100
23,0.78,0.89,801.1111111,1001.111111,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3478,3478,AROUSAL,AROUSAL,4,4,EVENT,35329,35329,44100
24,0.77,0.885,1002.018141,1202.018141,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3479,3479,AROUSAL,AROUSAL,5,5,EVENT,44189,44189,44100
25,0.81,0.905,1202.92517,1402.92517,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3480,3480,AROUSAL,AROUSAL,6,6,EVENT,53049,53049,44100
26,0.84,0.92,1400.453515,1600.453515,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3481,3481,AROUSAL,AROUSAL,7,7,EVENT,61760,61760,44100
27,0.84,0.92,1601.360544,1801.360544,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3482,3482,AROUSAL,AROUSAL,8,8,EVENT,70620,70620,44100
28,0.83,0.915,1801.428571,2001.428571,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_12a_1,3483,3483,AROUSAL,AROUSAL,9,9,EVENT,79443,79443,44100
29,0.81,0.905,200.2494331,400.2494331,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3492,3492,AROUSAL,AROUSAL,1,1,EVENT,8831,8831,44100
30,0.8,0.9,400.521542,600.521542,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3494,3494,AROUSAL,AROUSAL,2,2,EVENT,17663,17663,44100
31,0.79,0.895,601.5646259,801.5646259,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3495,3495,AROUSAL,AROUSAL,3,3,EVENT,26529,26529,44100
32,0.8,0.9,801.0430839,1001.043084,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3496,3496,AROUSAL,AROUSAL,4,4,EVENT,35326,35326,44100
33,0.77,0.885,1001.292517,1201.292517,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3497,3497,AROUSAL,AROUSAL,5,5,EVENT,44157,44157,44100
34,0.84,0.92,1200.770975,1400.770975,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3498,3498,AROUSAL,AROUSAL,6,6,EVENT,52954,52954,44100
35,0.83,0.915,1400.249433,1600.249433,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3499,3499,AROUSAL,AROUSAL,7,7,EVENT,61751,61751,44100
36,0.82,0.91,1600.521542,1800.521542,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_13a_1,3500,3500,AROUSAL,AROUSAL,8,8,EVENT,70583,70583,44100
37,0.78,0.89,207.2789116,407.2789116,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3508,3508,AROUSAL,AROUSAL,1,1,EVENT,9141,9141,44100
38,0.76,0.88,407.1428571,607.1428571,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3510,3510,AROUSAL,AROUSAL,2,2,EVENT,17955,17955,44100
39,0.75,0.875,600.430839,800.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3511,3511,AROUSAL,AROUSAL,3,3,EVENT,26479,26479,44100
40,0.78,0.89,800.2947846,1000.294785,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3512,3512,AROUSAL,AROUSAL,4,4,EVENT,35293,35293,44100
41,0.78,0.89,1000.181406,1200.181406,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3513,3513,AROUSAL,AROUSAL,5,5,EVENT,44108,44108,44100
42,0.81,0.905,1206.621315,1406.621315,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3514,3514,AROUSAL,AROUSAL,6,6,EVENT,53212,53212,44100
43,0.8,0.9,1400.725624,1600.725624,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3515,3515,AROUSAL,AROUSAL,7,7,EVENT,61772,61772,44100
44,0.8,0.9,1600.612245,1800.612245,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_14a_1,3516,3516,AROUSAL,AROUSAL,8,8,EVENT,70587,70587,44100
45,0.82,0.91,203.6281179,403.6281179,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3524,3524,AROUSAL,AROUSAL,1,1,EVENT,8980,8980,44100
46,0.78,0.89,400.9070295,600.9070295,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3526,3526,AROUSAL,AROUSAL,2,2,EVENT,17680,17680,44100
47,0.76,0.88,603.4920635,803.4920635,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3527,3527,AROUSAL,AROUSAL,3,3,EVENT,26614,26614,44100
48,0.81,0.905,811.3605442,1011.360544,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3528,3528,AROUSAL,AROUSAL,4,4,EVENT,35781,35781,44100
49,0.8,0.9,1001.201814,1201.201814,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3529,3529,AROUSAL,AROUSAL,5,5,EVENT,44153,44153,44100
50,0.77,0.885,1202.721088,1402.721088,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3539,3539,AROUSAL,AROUSAL,6,6,EVENT,53040,53040,44100
51,0.79,0.895,1401.06576,1601.06576,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3540,3540,AROUSAL,AROUSAL,7,7,EVENT,61787,61787,44100
52,0.79,0.895,1600.453515,1800.453515,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3541,3541,AROUSAL,AROUSAL,8,8,EVENT,70580,70580,44100
53,0.82,0.91,1800.907029,2000.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3542,3542,AROUSAL,AROUSAL,9,9,EVENT,79420,79420,44100
54,0.8,0.9,2000.294785,2200.294785,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_15a_1,3543,3543,AROUSAL,AROUSAL,10,10,EVENT,88213,88213,44100
55,0.81,0.905,205.6235828,405.6235828,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3544,3544,AROUSAL,AROUSAL,1,1,EVENT,9068,9068,44100
56,0.8,0.9,400.5668934,600.5668934,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3546,3546,AROUSAL,AROUSAL,2,2,EVENT,17665,17665,44100
57,0.79,0.895,600.430839,800.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3547,3547,AROUSAL,AROUSAL,3,3,EVENT,26479,26479,44100
58,0.82,0.91,800.2947846,1000.294785,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3548,3548,AROUSAL,AROUSAL,4,4,EVENT,35293,35293,44100
59,0.77,0.885,1000.181406,1200.181406,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3549,3549,AROUSAL,AROUSAL,5,5,EVENT,44108,44108,44100
60,0.79,0.895,1204.988662,1404.988662,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3550,3550,AROUSAL,AROUSAL,6,6,EVENT,53140,53140,44100
61,0.77,0.885,1400.725624,1600.725624,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3551,3551,AROUSAL,AROUSAL,7,7,EVENT,61772,61772,44100
62,0.77,0.885,1601.428571,1801.428571,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_1a_1,3552,3552,AROUSAL,AROUSAL,8,8,EVENT,70623,70623,44100
63,0.79,0.895,200.1133787,400.1133787,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3560,3560,AROUSAL,AROUSAL,1,1,EVENT,8825,8825,44100
64,0.77,0.885,401.1564626,601.1564626,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3562,3562,AROUSAL,AROUSAL,2,2,EVENT,17691,17691,44100
65,0.8,0.9,600.3174603,800.3174603,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3563,3563,AROUSAL,AROUSAL,3,3,EVENT,26474,26474,44100
66,0.78,0.89,800.430839,1000.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3564,3564,AROUSAL,AROUSAL,4,4,EVENT,35299,35299,44100
67,0.76,0.88,1004.263039,1204.263039,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3565,3565,AROUSAL,AROUSAL,5,5,EVENT,44288,44288,44100
68,0.76,0.88,1200.657596,1400.657596,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3566,3566,AROUSAL,AROUSAL,6,6,EVENT,52949,52949,44100
69,0.82,0.91,1400.748299,1600.748299,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3567,3567,AROUSAL,AROUSAL,7,7,EVENT,61773,61773,44100
70,0.8,0.9,1601.791383,1801.791383,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3568,3568,AROUSAL,AROUSAL,8,8,EVENT,70639,70639,44100
71,0.8,0.9,1814.943311,2014.943311,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_2a_1,3569,3569,AROUSAL,AROUSAL,9,9,EVENT,80039,80039,44100
72,0.76,0.88,206.6666667,406.6666667,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3578,3578,AROUSAL,AROUSAL,1,1,EVENT,9114,9114,44100
73,0.8,0.9,400.952381,600.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3580,3580,AROUSAL,AROUSAL,2,2,EVENT,17682,17682,44100
74,0.8,0.9,600.952381,800.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3581,3581,AROUSAL,AROUSAL,3,3,EVENT,26502,26502,44100
75,0.77,0.885,800.952381,1000.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3582,3582,AROUSAL,AROUSAL,4,4,EVENT,35322,35322,44100
76,0.79,0.895,1002.857143,1202.857143,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3583,3583,AROUSAL,AROUSAL,5,5,EVENT,44226,44226,44100
77,0.8,0.9,1200.952381,1400.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3584,3584,AROUSAL,AROUSAL,6,6,EVENT,52962,52962,44100
78,0.8,0.9,1401.904762,1601.904762,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3585,3585,AROUSAL,AROUSAL,7,7,EVENT,61824,61824,44100
79,0.76,0.88,1600.952381,1800.952381,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3586,3586,AROUSAL,AROUSAL,8,8,EVENT,70602,70602,44100
80,0.79,0.895,1801.904762,2001.904762,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3587,3587,AROUSAL,AROUSAL,9,9,EVENT,79464,79464,44100
81,0.78,0.89,2008.571429,2208.571429,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_3a_1,3588,3588,AROUSAL,AROUSAL,10,10,EVENT,88578,88578,44100
82,0.8,0.9,208.8662132,408.8662132,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3598,3598,AROUSAL,AROUSAL,1,1,EVENT,9211,9211,44100
83,0.78,0.89,400.430839,600.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3600,3600,AROUSAL,AROUSAL,2,2,EVENT,17659,17659,44100
84,0.76,0.88,600.6575964,800.6575964,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3601,3601,AROUSAL,AROUSAL,3,3,EVENT,26489,26489,44100
85,0.76,0.88,801.9501134,1001.950113,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3602,3602,AROUSAL,AROUSAL,4,4,EVENT,35366,35366,44100
86,0.79,0.895,1009.750567,1209.750567,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3603,3603,AROUSAL,AROUSAL,5,5,EVENT,44530,44530,44100
87,0.78,0.89,1200.226757,1400.226757,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3604,3604,AROUSAL,AROUSAL,6,6,EVENT,52930,52930,44100
88,0.78,0.89,1401.519274,1601.519274,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3605,3605,AROUSAL,AROUSAL,7,7,EVENT,61807,61807,44100
89,0.79,0.895,1601.723356,1801.723356,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3606,3606,AROUSAL,AROUSAL,8,8,EVENT,70636,70636,44100
90,0.77,0.885,1804.104308,2004.104308,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3607,3607,AROUSAL,AROUSAL,9,9,EVENT,79561,79561,44100
91,0.76,0.88,2001.088435,2201.088435,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3608,3608,AROUSAL,AROUSAL,10,10,EVENT,88248,88248,44100
92,0.76,0.88,2200.226757,2400.226757,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_4a_1,3609,3609,AROUSAL,AROUSAL,11,11,EVENT,97030,97030,44100
93,0.77,0.885,200.1133787,400.1133787,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3620,3620,AROUSAL,AROUSAL,1,1,EVENT,8825,8825,44100
94,0.81,0.905,400.2267574,600.2267574,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3622,3622,AROUSAL,AROUSAL,2,2,EVENT,17650,17650,44100
95,0.8,0.9,600.3174603,800.3174603,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3623,3623,AROUSAL,AROUSAL,3,3,EVENT,26474,26474,44100
96,0.84,0.92,800.430839,1000.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3624,3624,AROUSAL,AROUSAL,4,4,EVENT,35299,35299,44100
97,0.83,0.915,1007.981859,1207.981859,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3625,3625,AROUSAL,AROUSAL,5,5,EVENT,44452,44452,44100
98,0.82,0.91,1200.657596,1400.657596,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3626,3626,AROUSAL,AROUSAL,6,6,EVENT,52949,52949,44100
99,0.78,0.89,1400.748299,1600.748299,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3627,3627,AROUSAL,AROUSAL,7,7,EVENT,61773,61773,44100
100,0.8,0.9,1600.861678,1800.861678,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3628,3628,AROUSAL,AROUSAL,8,8,EVENT,70598,70598,44100
101,0.8,0.9,1800.975057,2000.975057,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3629,3629,AROUSAL,AROUSAL,9,9,EVENT,79423,79423,44100
102,0.79,0.895,2000.15873,2200.15873,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_5a_1,3630,3630,AROUSAL,AROUSAL,10,10,EVENT,88207,88207,44100
103,0.8,0.9,206.3718821,406.3718821,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3640,3640,AROUSAL,AROUSAL,1,1,EVENT,9101,9101,44100
104,0.8,0.9,400.9070295,600.9070295,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3642,3642,AROUSAL,AROUSAL,2,2,EVENT,17680,17680,44100
105,0.82,0.91,600.9070295,800.9070295,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3643,3643,AROUSAL,AROUSAL,3,3,EVENT,26500,26500,44100
106,0.8,0.9,800.9070295,1000.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3644,3644,AROUSAL,AROUSAL,4,4,EVENT,35320,35320,44100
107,0.77,0.885,1008.185941,1208.185941,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3645,3645,AROUSAL,AROUSAL,5,5,EVENT,44461,44461,44100
108,0.79,0.895,1200.907029,1400.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3646,3646,AROUSAL,AROUSAL,6,6,EVENT,52960,52960,44100
109,0.8,0.9,1400.907029,1600.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3647,3647,AROUSAL,AROUSAL,7,7,EVENT,61780,61780,44100
110,0.78,0.89,1606.371882,1806.371882,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3648,3648,AROUSAL,AROUSAL,8,8,EVENT,70841,70841,44100
111,0.78,0.89,1800.907029,2000.907029,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_6a_1,3649,3649,AROUSAL,AROUSAL,9,9,EVENT,79420,79420,44100
112,0.78,0.89,204.2857143,404.2857143,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3658,3658,AROUSAL,AROUSAL,1,1,EVENT,9009,9009,44100
113,0.78,0.89,400.9750567,600.9750567,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3660,3660,AROUSAL,AROUSAL,2,2,EVENT,17683,17683,44100
114,0.77,0.885,606.0997732,806.0997732,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3661,3661,AROUSAL,AROUSAL,3,3,EVENT,26729,26729,44100
115,0.77,0.885,801.9501134,1001.950113,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3662,3662,AROUSAL,AROUSAL,4,4,EVENT,35366,35366,44100
116,0.83,0.915,1002.857143,1202.857143,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3663,3663,AROUSAL,AROUSAL,5,5,EVENT,44226,44226,44100
117,0.82,0.91,1202.92517,1402.92517,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3664,3664,AROUSAL,AROUSAL,6,6,EVENT,53049,53049,44100
118,0.8,0.9,1403.8322,1603.8322,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3665,3665,AROUSAL,AROUSAL,7,7,EVENT,61909,61909,44100
119,0.8,0.9,1603.900227,1803.900227,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_7a_1,3666,3666,AROUSAL,AROUSAL,8,8,EVENT,70732,70732,44100
120,0.81,0.905,201.1337868,401.1337868,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3674,3674,AROUSAL,AROUSAL,1,1,EVENT,8870,8870,44100
121,0.8,0.9,400.2494331,600.2494331,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3676,3676,AROUSAL,AROUSAL,2,2,EVENT,17651,17651,44100
122,0.79,0.895,600.3854875,800.3854875,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3677,3677,AROUSAL,AROUSAL,3,3,EVENT,26477,26477,44100
123,0.79,0.895,800.521542,1000.521542,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3678,3678,AROUSAL,AROUSAL,4,4,EVENT,35303,35303,44100
124,0.78,0.89,1003.628118,1203.628118,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3679,3679,AROUSAL,AROUSAL,5,5,EVENT,44260,44260,44100
125,0.76,0.88,1200.770975,1400.770975,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3680,3680,AROUSAL,AROUSAL,6,6,EVENT,52954,52954,44100
126,0.81,0.905,1401.904762,1601.904762,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3681,3681,AROUSAL,AROUSAL,7,7,EVENT,61824,61824,44100
127,0.82,0.91,1603.038549,1803.038549,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3682,3682,AROUSAL,AROUSAL,8,8,EVENT,70694,70694,44100
128,0.82,0.91,1801.179138,2001.179138,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3683,3683,AROUSAL,AROUSAL,9,9,EVENT,79432,79432,44100
129,0.8,0.9,2005.283447,2205.283447,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3684,3684,AROUSAL,AROUSAL,10,10,EVENT,88433,88433,44100
130,0.8,0.9,2200.430839,2400.430839,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_8a_1,3685,3685,AROUSAL,AROUSAL,11,11,EVENT,97039,97039,44100
131,0.81,0.905,200.1133787,400.1133787,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_9a_1,3696,3696,AROUSAL,AROUSAL,1,1,EVENT,8825,8825,44100
132,0.79,0.895,400.2267574,600.2267574,20f598d5-96e6-4a43-b3e5-cbfbdf4c5fc9,0,male2_angry_9a_1,3698,3698,AROUSAL,AROUSAL,2,2,EVENT,17650,17650,44100
