Column1,old_labls,labels,start,end,db_uuid,session,bundle,start_item_id,end_item_id,level,attribute,start_item_seq_idx,end_item_seq_idx,type,sample_start,sample_end,sample_rate
23,0.75,0.875,400.4761905,600.4761905,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,724,724,AROUSAL,AROUSAL,2,2,EVENT,17661,17661,44100
24,0.81,0.905,600.7256236,800.7256236,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,726,726,AROUSAL,AROUSAL,3,3,EVENT,26492,26492,44100
25,0.82,0.91,800.952381,1000.952381,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,728,728,AROUSAL,AROUSAL,4,4,EVENT,35322,35322,44100
26,0.77,0.885,1002.517007,1202.517007,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,730,730,AROUSAL,AROUSAL,5,5,EVENT,44211,44211,44100
27,0.83,0.915,1200.113379,1400.113379,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,732,732,AROUSAL,AROUSAL,6,6,EVENT,52925,52925,44100
28,0.83,0.915,1400.362812,1600.362812,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,734,734,AROUSAL,AROUSAL,7,7,EVENT,61756,61756,44100
29,0.87,0.935,1600.589569,1800.589569,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,736,736,AROUSAL,AROUSAL,8,8,EVENT,70586,70586,44100
30,0.88,0.94,1800.839002,2000.839002,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,738,738,AROUSAL,AROUSAL,9,9,EVENT,79417,79417,44100
31,0.88,0.94,2001.088435,2201.088435,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_12a_1,740,740,AROUSAL,AROUSAL,10,10,EVENT,88248,88248,44100
32,0.76,0.88,201.6099773,401.6099773,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,705,705,AROUSAL,AROUSAL,1,1,EVENT,8891,8891,44100
33,0.76,0.88,401.0204082,601.0204082,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,708,708,AROUSAL,AROUSAL,2,2,EVENT,17685,17685,44100
34,0.75,0.875,601.5192744,801.5192744,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,710,710,AROUSAL,AROUSAL,3,3,EVENT,26527,26527,44100
35,0.78,0.89,800.9297052,1000.929705,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,712,712,AROUSAL,AROUSAL,4,4,EVENT,35321,35321,44100
36,0.75,0.875,1000.340136,1200.340136,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,714,714,AROUSAL,AROUSAL,5,5,EVENT,44115,44115,44100
37,0.8,0.9,1200.839002,1400.839002,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,716,716,AROUSAL,AROUSAL,6,6,EVENT,52957,52957,44100
38,0.8,0.9,1400.249433,1600.249433,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,718,718,AROUSAL,AROUSAL,7,7,EVENT,61751,61751,44100
39,0.79,0.895,1600.748299,1800.748299,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_13a_1,720,720,AROUSAL,AROUSAL,8,8,EVENT,70593,70593,44100
40,0.76,0.88,201.9954649,401.9954649,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,687,687,AROUSAL,AROUSAL,1,1,EVENT,8908,8908,44100
41,0.84,0.92,400.4988662,600.4988662,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,690,690,AROUSAL,AROUSAL,2,2,EVENT,17662,17662,44100
42,0.86,0.93,600.1814059,800.1814059,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,692,692,AROUSAL,AROUSAL,3,3,EVENT,26468,26468,44100
43,0.84,0.92,801.0204082,1001.020408,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,694,694,AROUSAL,AROUSAL,4,4,EVENT,35325,35325,44100
44,0.8,0.9,1001.85941,1201.85941,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,696,696,AROUSAL,AROUSAL,5,5,EVENT,44182,44182,44100
45,0.8,0.9,1201.519274,1401.519274,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,698,698,AROUSAL,AROUSAL,6,6,EVENT,52987,52987,44100
46,0.8,0.9,1400.022676,1600.022676,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,700,700,AROUSAL,AROUSAL,7,7,EVENT,61741,61741,44100
47,0.82,0.91,1600.861678,1800.861678,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,702,702,AROUSAL,AROUSAL,8,8,EVENT,70598,70598,44100
48,0.8,0.9,1800.544218,2000.544218,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_14a_1,704,704,AROUSAL,AROUSAL,9,9,EVENT,79404,79404,44100
49,0.77,0.885,200.9977324,400.9977324,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,666,666,AROUSAL,AROUSAL,1,1,EVENT,8864,8864,44100
50,0.8,0.9,400.4988662,600.4988662,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,669,669,AROUSAL,AROUSAL,2,2,EVENT,17662,17662,44100
51,0.83,0.915,600.0226757,800.0226757,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,671,671,AROUSAL,AROUSAL,3,3,EVENT,26461,26461,44100
52,0.87,0.935,801.0204082,1001.020408,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,673,673,AROUSAL,AROUSAL,4,4,EVENT,35325,35325,44100
53,0.87,0.935,1000.544218,1200.544218,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,676,676,AROUSAL,AROUSAL,5,5,EVENT,44124,44124,44100
54,0.77,0.885,1200.068027,1400.068027,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,678,678,AROUSAL,AROUSAL,6,6,EVENT,52923,52923,44100
55,0.77,0.885,1401.043084,1601.043084,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,680,680,AROUSAL,AROUSAL,7,7,EVENT,61786,61786,44100
56,0.8,0.9,1600.566893,1800.566893,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,682,682,AROUSAL,AROUSAL,8,8,EVENT,70585,70585,44100
57,0.84,0.92,1800.090703,2000.090703,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,684,684,AROUSAL,AROUSAL,9,9,EVENT,79384,79384,44100
58,0.85,0.925,2005.487528,2205.487528,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_15a_1,686,686,AROUSAL,AROUSAL,10,10,EVENT,88442,88442,44100
59,0.86,0.93,200.8390023,400.8390023,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,650,650,AROUSAL,AROUSAL,1,1,EVENT,8857,8857,44100
60,0.84,0.92,400.4988662,600.4988662,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,653,653,AROUSAL,AROUSAL,2,2,EVENT,17662,17662,44100
61,0.84,0.92,606.0090703,806.0090703,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,655,655,AROUSAL,AROUSAL,3,3,EVENT,26725,26725,44100
62,0.85,0.925,801.0204082,1001.020408,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,657,657,AROUSAL,AROUSAL,4,4,EVENT,35325,35325,44100
63,0.8,0.9,1000.680272,1200.680272,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,659,659,AROUSAL,AROUSAL,5,5,EVENT,44130,44130,44100
64,0.81,0.905,1200.362812,1400.362812,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,661,661,AROUSAL,AROUSAL,6,6,EVENT,52936,52936,44100
65,0.85,0.925,1400.022676,1600.022676,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,663,663,AROUSAL,AROUSAL,7,7,EVENT,61741,61741,44100
66,0.85,0.925,1600.861678,1800.861678,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_1a_1,665,665,AROUSAL,AROUSAL,8,8,EVENT,70598,70598,44100
67,0.77,0.885,202.1315193,402.1315193,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,632,632,AROUSAL,AROUSAL,1,1,EVENT,8914,8914,44100
68,0.79,0.895,400.3854875,600.3854875,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,635,635,AROUSAL,AROUSAL,2,2,EVENT,17657,17657,44100
69,0.82,0.91,601.2244898,801.2244898,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,637,637,AROUSAL,AROUSAL,3,3,EVENT,26514,26514,44100
70,0.82,0.91,808.5034014,1008.503401,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,639,639,AROUSAL,AROUSAL,4,4,EVENT,35655,35655,44100
71,0.78,0.89,1000.340136,1200.340136,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,641,641,AROUSAL,AROUSAL,5,5,EVENT,44115,44115,44100
72,0.78,0.89,1201.156463,1401.156463,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,643,643,AROUSAL,AROUSAL,6,6,EVENT,52971,52971,44100
73,0.84,0.92,1400.725624,1600.725624,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,645,645,AROUSAL,AROUSAL,7,7,EVENT,61772,61772,44100
74,0.86,0.93,1600.272109,1800.272109,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,647,647,AROUSAL,AROUSAL,8,8,EVENT,70572,70572,44100
75,0.84,0.92,1801.111111,2001.111111,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_2a_1,649,649,AROUSAL,AROUSAL,9,9,EVENT,79429,79429,44100
76,0.75,0.875,221.3151927,421.3151927,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,608,608,AROUSAL,AROUSAL,1,1,EVENT,9760,9760,44100
77,0.8,0.9,400.7256236,600.7256236,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,611,611,AROUSAL,AROUSAL,2,2,EVENT,17672,17672,44100
78,0.8,0.9,606.9387755,806.9387755,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,613,613,AROUSAL,AROUSAL,3,3,EVENT,26766,26766,44100
79,0.8,0.9,801.4285714,1001.428571,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,615,615,AROUSAL,AROUSAL,4,4,EVENT,35343,35343,44100
80,0.77,0.885,1000.952381,1200.952381,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,617,617,AROUSAL,AROUSAL,5,5,EVENT,44142,44142,44100
81,0.78,0.89,1244.081633,1444.081633,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,619,619,AROUSAL,AROUSAL,6,6,EVENT,54864,54864,44100
82,0.81,0.905,1400,1600,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,621,621,AROUSAL,AROUSAL,7,7,EVENT,61740,61740,44100
83,0.82,0.91,1601.201814,1801.201814,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,623,623,AROUSAL,AROUSAL,8,8,EVENT,70613,70613,44100
84,0.82,0.91,1807.414966,2007.414966,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,625,625,AROUSAL,AROUSAL,9,9,EVENT,79707,79707,44100
85,0.82,0.91,2001.927438,2201.927438,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,627,627,AROUSAL,AROUSAL,10,10,EVENT,88285,88285,44100
86,0.85,0.925,2209.818594,2409.818594,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,629,629,AROUSAL,AROUSAL,11,11,EVENT,97453,97453,44100
87,0.86,0.93,2402.630385,2602.630385,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_3a_1,631,631,AROUSAL,AROUSAL,12,12,EVENT,105956,105956,44100
88,0.81,0.905,218.2539683,418.2539683,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,582,582,AROUSAL,AROUSAL,1,1,EVENT,9625,9625,44100
89,0.83,0.915,402.585034,602.585034,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,585,585,AROUSAL,AROUSAL,2,2,EVENT,17754,17754,44100
90,0.8,0.9,603.0612245,803.0612245,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,587,587,AROUSAL,AROUSAL,3,3,EVENT,26595,26595,44100
91,0.8,0.9,801.9274376,1001.927438,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,589,589,AROUSAL,AROUSAL,4,4,EVENT,35365,35365,44100
92,0.8,0.9,1005.623583,1205.623583,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,591,591,AROUSAL,AROUSAL,5,5,EVENT,44348,44348,44100
93,0.82,0.91,1206.099773,1406.099773,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,593,593,AROUSAL,AROUSAL,6,6,EVENT,53189,53189,44100
94,0.82,0.91,1404.965986,1604.965986,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,595,595,AROUSAL,AROUSAL,7,7,EVENT,61959,61959,44100
95,0.84,0.92,1629.705215,1829.705215,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,598,598,AROUSAL,AROUSAL,8,8,EVENT,71870,71870,44100
96,0.82,0.91,1805.918367,2005.918367,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,601,601,AROUSAL,AROUSAL,9,9,EVENT,79641,79641,44100
97,0.82,0.91,2003.174603,2203.174603,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,603,603,AROUSAL,AROUSAL,10,10,EVENT,88340,88340,44100
98,0.8,0.9,2202.040816,2402.040816,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,605,605,AROUSAL,AROUSAL,11,11,EVENT,97110,97110,44100
99,0.8,0.9,2405.759637,2605.759637,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_4a_1,607,607,AROUSAL,AROUSAL,12,12,EVENT,106094,106094,44100
100,0.75,0.875,200.7482993,400.7482993,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,562,562,AROUSAL,AROUSAL,1,1,EVENT,8853,8853,44100
101,0.78,0.89,401.4965986,601.4965986,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,565,565,AROUSAL,AROUSAL,2,2,EVENT,17706,17706,44100
102,0.78,0.89,600.9070295,800.9070295,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,567,567,AROUSAL,AROUSAL,3,3,EVENT,26500,26500,44100
103,0.78,0.89,802.9931973,1002.993197,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,569,569,AROUSAL,AROUSAL,4,4,EVENT,35412,35412,44100
104,0.8,0.9,1003.741497,1203.741497,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,571,571,AROUSAL,AROUSAL,5,5,EVENT,44265,44265,44100
105,0.8,0.9,1200.453515,1400.453515,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,573,573,AROUSAL,AROUSAL,6,6,EVENT,52940,52940,44100
106,0.76,0.88,1406.575964,1606.575964,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,575,575,AROUSAL,AROUSAL,7,7,EVENT,62030,62030,44100
107,0.82,0.91,1600.589569,1800.589569,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,577,577,AROUSAL,AROUSAL,8,8,EVENT,70586,70586,44100
108,0.81,0.905,1806.734694,2006.734694,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,579,579,AROUSAL,AROUSAL,9,9,EVENT,79677,79677,44100
109,0.81,0.905,2003.446712,2203.446712,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_5a_1,581,581,AROUSAL,AROUSAL,10,10,EVENT,88352,88352,44100
110,0.78,0.89,212.0861678,412.0861678,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,544,544,AROUSAL,AROUSAL,1,1,EVENT,9353,9353,44100
111,0.78,0.89,400.4761905,600.4761905,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,547,547,AROUSAL,AROUSAL,2,2,EVENT,17661,17661,44100
112,0.79,0.895,607.3015873,807.3015873,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,549,549,AROUSAL,AROUSAL,3,3,EVENT,26782,26782,44100
113,0.79,0.895,802.2675737,1002.267574,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,551,551,AROUSAL,AROUSAL,4,4,EVENT,35380,35380,44100
114,0.77,0.885,1001.201814,1201.201814,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,553,553,AROUSAL,AROUSAL,5,5,EVENT,44153,44153,44100
115,0.79,0.895,1200.113379,1400.113379,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,555,555,AROUSAL,AROUSAL,6,6,EVENT,52925,52925,44100
116,0.79,0.895,1400.362812,1600.362812,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,557,557,AROUSAL,AROUSAL,7,7,EVENT,61756,61756,44100
117,0.79,0.895,1603.24263,1803.24263,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,559,559,AROUSAL,AROUSAL,8,8,EVENT,70703,70703,44100
118,0.78,0.89,1800.839002,2000.839002,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_6a_1,561,561,AROUSAL,AROUSAL,9,9,EVENT,79417,79417,44100
119,0.8,0.9,219.1609977,419.1609977,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,528,528,AROUSAL,AROUSAL,1,1,EVENT,9665,9665,44100
120,0.83,0.915,402.4036281,602.4036281,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,531,531,AROUSAL,AROUSAL,2,2,EVENT,17746,17746,44100
121,0.85,0.925,602.4036281,802.4036281,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,533,533,AROUSAL,AROUSAL,3,3,EVENT,26566,26566,44100
122,0.87,0.935,803.5827664,1003.582766,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,535,535,AROUSAL,AROUSAL,4,4,EVENT,35438,35438,44100
123,0.8,0.9,1003.582766,1203.582766,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,537,537,AROUSAL,AROUSAL,5,5,EVENT,44258,44258,44100
124,0.8,0.9,1200,1400,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,539,539,AROUSAL,AROUSAL,6,6,EVENT,52920,52920,44100
125,0.87,0.935,1408.390023,1608.390023,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,541,541,AROUSAL,AROUSAL,7,7,EVENT,62110,62110,44100
126,0.87,0.935,1600,1800,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_7a_1,543,543,AROUSAL,AROUSAL,8,8,EVENT,70560,70560,44100
127,0.78,0.89,207.0748299,407.0748299,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,497,497,AROUSAL,AROUSAL,1,1,EVENT,9132,9132,44100
128,0.78,0.89,406.3492063,606.3492063,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,520,520,AROUSAL,AROUSAL,2,2,EVENT,17920,17920,44100
129,0.77,0.885,600.952381,800.952381,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,521,521,AROUSAL,AROUSAL,3,3,EVENT,26502,26502,44100
130,0.77,0.885,808.0272109,1008.027211,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,504,504,AROUSAL,AROUSAL,4,4,EVENT,35634,35634,44100
131,0.77,0.885,1005.759637,1205.759637,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,522,522,AROUSAL,AROUSAL,5,5,EVENT,44354,44354,44100
132,0.78,0.89,1200.362812,1400.362812,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,508,508,AROUSAL,AROUSAL,6,6,EVENT,52936,52936,44100
133,0.8,0.9,1401.201814,1601.201814,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,509,509,AROUSAL,AROUSAL,7,7,EVENT,61793,61793,44100
134,0.81,0.905,1602.040816,1802.040816,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,513,513,AROUSAL,AROUSAL,8,8,EVENT,70650,70650,44100
135,0.8,0.9,1807.55102,2007.55102,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,515,515,AROUSAL,AROUSAL,9,9,EVENT,79713,79713,44100
136,0.8,0.9,2003.718821,2203.718821,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,517,517,AROUSAL,AROUSAL,10,10,EVENT,88364,88364,44100
137,0.8,0.9,2201.428571,2401.428571,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_8a_1,519,519,AROUSAL,AROUSAL,11,11,EVENT,97083,97083,44100
138,0.85,0.925,200.4988662,400.4988662,f66e1d15-3170-4686-9b4f-37ffc9e7b02f,0,female1_angry_9a_1,481,481,AROUSAL,AROUSAL,1,1,EVENT,8842,8842,44100
